ID,Timestamp,Keywords,Account handle,Account name,AccountType,Joined,Tweet,Tweet Translated,Robredo,Marcos,Pacquiao,Tweet Type,DatePosted,Content type,Likes,Replies,Retweets,Rating,Tokenizing & Stop Words Removal,Stemmed,Lemmatized
41-83,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@CJ719238,CJ3698â¤ï¸,Anonymous,02/21,"@Snorlax_0330 @lenirobredo Huy Lenlen @lenirobredo khit ideny mo pa 101x, ung mga taong involved at nagparticipate mismo ang nagsiwalat ng mga ebidensya! Magtigil ka sa pagmamalinis! Gawain mo n yan from the start you entered politics ang bumili ng boto kya nga agree ka dyan di ba?! 
 ctto https://t.co/rqX1BfweC4","hey lenlen, even if you deny it 101 times the people involved and participated themselves revealed the evidence, stop cleaning up, that's your job from the start you entered politics to buy votes, so you agree with that, right?",1,0,0,"Text, Image",2022-08-03 23:31,"Rational, Emotional",15,0,8,UNPROVEN,"hey lenlen , even deny 101 times people involved participated revealed evidence , stop cleaning , 's job start entered politics buy votes , agree , right ?","['hey', 'lenlen', ',', 'even', 'deni', '101', 'time', 'peopl', 'involv', 'particip', 'reveal', 'evid', ',', 'stop', 'clean', ',', ""'s"", 'job', 'start', 'enter', 'polit', 'buy', 'vote', ',', 'agre', ',', 'right', '?']","['hey', 'lenlen', ',', 'even', 'deny', '101', 'time', 'people', 'involved', 'participated', 'revealed', 'evidence', ',', 'stop', 'cleaning', ',', ""'s"", 'job', 'start', 'entered', 'politics', 'buy', 'vote', ',', 'agree', ',', 'right', '?']"
41-84,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@filscummer,fils,Anonymous,12/18,@annabfilson @VancouverEye Bumili ng boto at nandaya - sana may resibo ka nyan. Patunayan mo yan. Yung nanay nyo nga sabi aprub sa vote buying at nag encourage na tanggapin. Galing mismo sa bibig nya. So gawain nya yun.,"bought a vote and cheated, do you have a receipt for that, prove that your mother said she approved the vote buying and encouraged you to accept it right from her mouth so that's her job",1,0,0,"Text, Reply",26/05/22 08:58,Emotional,13,0,0,MISLEADING,"bought vote cheated , receipt , prove mother said approved vote buying encouraged accept right mouth 's job","['bought', 'vote', 'cheat', ',', 'receipt', ',', 'prove', 'mother', 'said', 'approv', 'vote', 'buy', 'encourag', 'accept', 'right', 'mouth', ""'s"", 'job']","['bought', 'vote', 'cheated', ',', 'receipt', ',', 'prove', 'mother', 'said', 'approved', 'vote', 'buying', 'encouraged', 'accept', 'right', 'mouth', ""'s"", 'job']"
41-85,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@malomahalo,malomahalo,Anonymous,08/20,@crasin2me Balwarte na nya bumili pa Ng boto. Alam kasi Nyang talo sya. Pathetic that son of a dictator!,"it's his territory to buy votes because he knows he's going to lose, pathetic that son of a dictator",0,1,0,"Text, Reply",18/05/22 11:43,Emotional,4,0,1,UNPROVEN,"s territory buy votes knows 's going lose , pathetic son dictator","[""'s"", 'territori', 'buy', 'vote', 'know', ""'s"", 'go', 'lose', ',', 'pathet', 'son', 'dictat']","[""'s"", 'territory', 'buy', 'vote', 'know', ""'s"", 'going', 'lose', ',', 'pathetic', 'son', 'dictator']"
41-86,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@EVPH0RlC__,drey.,Anonymous,04/15,lakas makasabi ng mga bbm supporters na baka magkaroon bigla ng brownout at sila ang madaya kahit in the first place yung presidente nila ang mandaraya at bumibili ng boto.,bbm supporters are strong enough to say that there might be a sudden brownout and they will be cheated even though in the first place their president is the one who cheats and buys votes,0,1,0,Text,2022-05-09 23:30,Rational,0,0,0,UNPROVEN,bbm supporters strong enough say might sudden brownout cheated even though first place president one cheats buys votes,"['bbm', 'support', 'strong', 'enough', 'say', 'might', 'sudden', 'brownout', 'cheat', 'even', 'though', 'first', 'place', 'presid', 'one', 'cheat', 'buy', 'vote']","['bbm', 'supporter', 'strong', 'enough', 'say', 'might', 'sudden', 'brownout', 'cheated', 'even', 'though', 'first', 'place', 'president', 'one', 'cheat', 'buy', 'vote']"
41-87,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@batangML,Creative Minds,Anonymous,03/20,"@I_am_Adie @BBRae07 @Rain_08207 @TheGary86481490 @fakyoto @SaiLou02 @babytalk_1234 @maria47215 @TheSmilingBOW @obispofraybotod @Kyle01theUndead @LugawNaLutang @RockyMa46760498 @leni10president @orochiherman @IngridTallod @bbmindaysara @jaeager11 @saraduterte_ Bumili lang Ng boto Ang addict ipinagmamalaki nyo pa eh sa taumbayan din Yan BABAWIIN.I'm waiting for the exciting part na 20 na bigas ninyo,last will at Tallano Gold ninyo lalot ngayon Pabagsak Ang ekonomiya, dahil kung Hindi Araw Araw ko kayong pagtatawanan https://t.co/tmGFk0oL5J","the addict just bought votes, you are still proud of the people, that will be taken back, im waiting for the exciting part that is your 20 rice last will and your tallano gold, now the economy will collapse even more because if not i will laugh at you every day",0,1,0,"Text, Reply",13/05/22 11:54,Emotional,1,1,0,UNPROVEN,"addict bought votes , still proud people , taken back , im waiting exciting part 20 rice last tallano gold , economy collapse even laugh every day","['addict', 'bought', 'vote', ',', 'still', 'proud', 'peopl', ',', 'taken', 'back', ',', 'im', 'wait', 'excit', 'part', '20', 'rice', 'last', 'tallano', 'gold', ',', 'economi', 'collaps', 'even', 'laugh', 'everi', 'day']","['addict', 'bought', 'vote', ',', 'still', 'proud', 'people', ',', 'taken', 'back', ',', 'im', 'waiting', 'exciting', 'part', '20', 'rice', 'last', 'tallano', 'gold', ',', 'economy', 'collapse', 'even', 'laugh', 'every', 'day']"
41-88,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@deluxsnini,Ù‹lili saw enha and bp | lalisa day!,Anonymous,09/20,"@grathiah @AndrewE_Dongalo kaya nga napakalaki ng agwat kasi bumili ng boto 'yang presidente niyo and ang dami ring proof na lumalabas isa-isa. karma will do its thing oh and remember, if you guys experience hell, it's all your fault.","that's why the gap is so big because your president bought votes and there's also a lot of proof that comes out, karma will do its thing oh and remember if you guys experience hell its all your fault",0,1,0,"Text, Reply",13/05/22 09:28,"Rational, Emotional",0,1,0,UNPROVEN,"s gap big president bought votes 's also lot proof comes , karma thing oh remember guys experience hell fault","[""'s"", 'gap', 'big', 'presid', 'bought', 'vote', ""'s"", 'also', 'lot', 'proof', 'come', ',', 'karma', 'thing', 'oh', 'rememb', 'guy', 'experi', 'hell', 'fault']","[""'s"", 'gap', 'big', 'president', 'bought', 'vote', ""'s"", 'also', 'lot', 'proof', 'come', ',', 'karma', 'thing', 'oh', 'remember', 'guy', 'experience', 'hell', 'fault']"
41-89,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@DrewTony88,TonyDrew,Anonymous,09/21,@ughmigos Wag tayong mag malinis. Lahat nang politiko bumibili ng boto.. https://t.co/y2SGSaOseI,let's not clean up all politicians buying votes,1,0,0,"Text, Image",2022-05-09 21:16,Emotional,0,0,0,UNPROVEN,let 's clean politicians buying votes,"['let', ""'s"", 'clean', 'politician', 'buy', 'vote']","['let', ""'s"", 'clean', 'politician', 'buying', 'vote']"
41-90,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Lizzie121737848,Lizzie1,Anonymous,10/21,@eponine_22 @edupunay @PhilippineStar Thatâ€™s the galawan ng pinklawan aka cancer and hepa!!!! Vote buying like mama lenlen nila.,thats the behavior of pinklawan aka cancer and hepa vote buying like their mama lenlen,1,0,0,"Text, Reply",2022-08-06 10:16,Emotional,0,0,0,UNPROVEN,thats behavior pinklawan aka cancer hepa vote buying like mama lenlen,"['that', 'behavior', 'pinklawan', 'aka', 'cancer', 'hepa', 'vote', 'buy', 'like', 'mama', 'lenlen']","['thats', 'behavior', 'pinklawan', 'aka', 'cancer', 'hepa', 'vote', 'buying', 'like', 'mama', 'lenlen']"
41-91,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@kristalalala_,teta,Anonymous,05/13,"Daming pera ng mga BBM ah, may mga pa-live survey sa tiktok na nagpapagift tas un ung vote mo sa poll nila. 1 gift = 49 pesos, hanggang tiktok pala labas ugali nila, bumibili ng boto ano?","bbms have a lot of money, there are live surveys on tiktok that give gifts, that's your vote in their poll, 1 gift is 49 pesos until tiktok is out, what is their habit of buying votes?",0,1,0,Text,25/04/22 17:49,Rational,1,0,0,UNPROVEN,"bbms lot money , live surveys tiktok give gifts , 's vote poll , 1 gift 49 pesos tiktok , habit buying votes ?","['bbm', 'lot', 'money', ',', 'live', 'survey', 'tiktok', 'give', 'gift', ',', ""'s"", 'vote', 'poll', ',', '1', 'gift', '49', 'peso', 'tiktok', ',', 'habit', 'buy', 'vote', '?']","['bbm', 'lot', 'money', ',', 'live', 'survey', 'tiktok', 'give', 'gift', ',', ""'s"", 'vote', 'poll', ',', '1', 'gift', '49', 'peso', 'tiktok', ',', 'habit', 'buy', 'vote', '?']"
41-92,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@gelbmj,Jane,Anonymous,09/15,@Itsme_DameJack @nabunturanguy Mahilig talaga Kayo sa tsismis. Pinapabango lang tlaga ng media yang nanay niyo. Kandidato yan ng mga mapagbalat kayong grupo. Big election spender nga yang nanay niyo. Siya ang bumibili ng boto.,"you really like gossip, the media is just making it smell like your mother is the candidate of you hideous groups, the big election spender is your mother, she is the one who buys the vote.",1,0,0,"Text, Reply",19/04/22 09:45,Rational,0,1,0,UNPROVEN,"really like gossip , media making smell like mother candidate hideous groups , big election spender mother , one buys vote .","['realli', 'like', 'gossip', ',', 'media', 'make', 'smell', 'like', 'mother', 'candid', 'hideou', 'group', ',', 'big', 'elect', 'spender', 'mother', ',', 'one', 'buy', 'vote', '.']","['really', 'like', 'gossip', ',', 'medium', 'making', 'smell', 'like', 'mother', 'candidate', 'hideous', 'group', ',', 'big', 'election', 'spender', 'mother', ',', 'one', 'buy', 'vote', '.']"
41-93,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@artina_amora,gyuâ€™s,Anonymous,10/19,"tangina mo bbm jusko ka, kaya mong bumili ng boto ngunit hindi mo kayang tumulong sa pilipino pakyu ka tigil tigilan nio pagiging greedy niyo sa yaman at kapangyarihan, kakagising ko lang e badtrip agad amputa",you're a bitch bbm you're a jerk you can buy votes but you can't help the filipino fuck you stop it stop being greedy for wealth and power i'll just wake up badtrip immediately you bitch,0,1,0,Text,2022-09-05 12:51,Emotional,2,0,0,UNPROVEN,re bitch bbm 're jerk buy votes ca n't help filipino fuck stop stop greedy wealth power 'll wake badtrip immediately fuck you,"[""'re"", 'bitch', 'bbm', ""'re"", 'jerk', 'buy', 'vote', 'ca', ""n't"", 'help', 'filipino', 'fuck', 'stop', 'stop', 'greedi', 'wealth', 'power', ""'ll"", 'wake', 'badtrip', 'immedi', 'amput']","[""'re"", 'bitch', 'bbm', ""'re"", 'jerk', 'buy', 'vote', 'ca', ""n't"", 'help', 'filipino', 'fuck', 'stop', 'stop', 'greedy', 'wealth', 'power', ""'ll"", 'wake', 'badtrip', 'immediately', 'amputate']"
41-94,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@laban1081,Rogelio Golez,Anonymous,09/17,"Sa mga botanteng tatanggap ng bayad sa BBM team, tignan nyo mabuti baka peke ang binigay sa inyo pera. May history yan ng pekeng diploma.
 
 Pero siyempre iboto parin ang ndi bumibili ng boto para ndi bawiin sa kaban ng bayan. 
 #MarcosPaRin ang BaBagsakMuli","to the voters who will receive payment from the bbm team, look carefully, maybe the money they gave you is fake, there is a history of fake diplomas, but of course, vote for those who do not buy votes so that they are not withdrawn from the public treasury",0,1,0,Text,2022-07-04 11:10,Rational,0,0,0,UNPROVEN,"voters receive payment bbm team , look carefully , maybe money gave fake , history fake diplomas , course , vote buy votes withdrawn public treasury","['voter', 'receiv', 'payment', 'bbm', 'team', ',', 'look', 'care', ',', 'mayb', 'money', 'gave', 'fake', ',', 'histori', 'fake', 'diploma', ',', 'cours', ',', 'vote', 'buy', 'vote', 'withdrawn', 'public', 'treasuri']","['voter', 'receive', 'payment', 'bbm', 'team', ',', 'look', 'carefully', ',', 'maybe', 'money', 'gave', 'fake', ',', 'history', 'fake', 'diploma', ',', 'course', ',', 'vote', 'buy', 'vote', 'withdrawn', 'public', 'treasury']"
41-95,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@DaniloZ09323495,Danilo Zapata,Anonymous,11/21,@datumx11 @COMELEC Huwag kng gago si leni ang bumibili nh boto bugok ba kayo yan ba ang turo ng magulang mo anh mang husga ng kapwg isip isip ks igan Ang nanay mo ay nakinabng moong psnahon ni marcos hwag kng padala sa mga sinasabi nila okay ba igan. Salamat sa iyo,don't be stupid leni is the one who buys the vote are you idiots is that what your parents taught you to be the judge of others' minds think because your mother benefited from marcos' era don't be swayed by what they say is it okay friend thank you,1,0,0,"Text, Reply",27/03/22 17:02,Emotional,0,0,0,UNPROVEN,n't stupid leni one buys vote bigots parents taught judge others ' minds think igan mother benefited marcos ' era n't swayed say okay igan thank,"[""n't"", 'stupid', 'leni', 'one', 'buy', 'vote', 'bigot', 'parent', 'taught', 'judg', 'other', ""'"", 'mind', 'think', 'igan', 'mother', 'benefit', 'marco', ""'"", 'era', ""n't"", 'sway', 'say', 'okay', 'igan', 'thank']","[""n't"", 'stupid', 'leni', 'one', 'buy', 'vote', 'bigot', 'parent', 'taught', 'judge', 'others', ""'"", 'mind', 'think', 'igan', 'mother', 'benefited', 'marcos', ""'"", 'era', ""n't"", 'swayed', 'say', 'okay', 'igan', 'thank']"
41-96,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@CarlDiAngelo,carldiangelo,Identified,01/11,"I've heard of several rumors na ubos ang lahat ng 1000-peso bills sa mga bangko dahil inubos lahat ng BBM campaign. Obviously for vote-buying. Kaya siguro hanggang ngayon madalang lang sa mga ATM ang mga 1k bills? Anyway, it must have cost him billions, if not tens.","i've heard of several rumors that all the 1000-peso bills in banks have been depleted because the bbm campaign used them all up. obviously for vote-buying. that's probably why 1k bills are scarce in atms until now. anyway, it must have cost him billions, if not tens.",0,1,0,Text,2022-06-06 10:16,Rational,0,1,0,UNPROVEN,ive heard several rumors 1000peso bills banks depleted bbm campaign used obviously votebuying thats probably 1k bills scarce atms anyway must cost billions tens,"['ive', 'heard', 'sever', 'rumor', '1000peso', 'bill', 'bank', 'deplet', 'bbm', 'campaign', 'use', 'obvious', 'votebuy', 'that', 'probabl', '1k', 'bill', 'scarc', 'atm', 'anyway', 'must', 'cost', 'billion', 'ten']","['ive', 'heard', 'several', 'rumor', '1000peso', 'bill', 'bank', 'depleted', 'bbm', 'campaign', 'used', 'obviously', 'votebuying', 'thats', 'probably', '1k', 'bill', 'scarce', 'atm', 'anyway', 'must', 'cost', 'billion', 'ten']"
41-97,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@solonsrealgf,â€Ù‹,Anonymous,10/20,"I believe ipa ulit ang botohan, bakit si sandro ang nasagot sa mga parang nag iinterview imbis na ang tatay niya? Hindi naman siya yung tumatakbo bilang presidente. Tapos yung mga nasisirang machines, bumibili ng boto etc.","i believe the voting should be repeated, why did sandro answer instead of his father to those who seemed to be interviewing? he's not the one running for president. and then there are the malfunctioning machines, vote buying, etc.",0,1,0,Text,2022-05-09 22:27,Rational,0,0,0,UNPROVEN,believe voting repeated sandro answer instead father seemed interviewing hes one running president malfunctioning machines vote buying etc,"['believ', 'vote', 'repeat', 'sandro', 'answer', 'instead', 'father', 'seem', 'interview', 'he', 'one', 'run', 'presid', 'malfunct', 'machin', 'vote', 'buy', 'etc']","['believe', 'voting', 'repeated', 'sandro', 'answer', 'instead', 'father', 'seemed', 'interviewing', 'he', 'one', 'running', 'president', 'malfunctioning', 'machine', 'vote', 'buying', 'etc']"
41-98,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@russointhewoods,A U G U S T U S,Anonymous,10/20,"@rageagaintsmach @15M_Kakampe @iamjrome4u @maracepeda @rapplerdotcom panglaban lang 'yan sa saBi ng loLo ko hahahahhaha 
 
 kidding aside, may tinanong 'yubg kapatid kong poll watcher ni bbm. sabi niya nasa 1k daw na-receive niya. dito naman sa village namin, madaming nakakuha ng 1k na pinang vote buying niya.","that's just a defense according to my grandfather hahahahhaha

kidding aside, my sibling who is a poll watcher for bbm was asked something. they said they received around 1k. here in our village, many received 1k which was used for vote buying.",0,1,0,"Text, Reply",2022-06-06 00:24,Rational,1,3,0,UNPROVEN,thats defense according grandfather hahahahhaha kidding aside sibling poll watcher bbm asked something said received around 1k village many received 1k used vote buying,"['that', 'defens', 'accord', 'grandfath', 'hahahahhaha', 'kid', 'asid', 'sibl', 'poll', 'watcher', 'bbm', 'ask', 'someth', 'said', 'receiv', 'around', '1k', 'villag', 'mani', 'receiv', '1k', 'use', 'vote', 'buy']","['thats', 'defense', 'according', 'grandfather', 'hahahahhaha', 'kidding', 'aside', 'sibling', 'poll', 'watcher', 'bbm', 'asked', 'something', 'said', 'received', 'around', '1k', 'village', 'many', 'received', '1k', 'used', 'vote', 'buying']"
41-99,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@glengle03842096,glen,Anonymous,11/21,"@Skyblade1983 di nio pansin, mga kakampwet laging may g cash na connect? nasabi yan mismo ni lugaw. ang dali naman daw bumili ng boto, g cash lang daw. di kaya gawain nia yan? pati studyante ng PUP, may pa g cash g cash pa sila.","don't you notice, kakampwets always have a gcash connection? lugaw herself said that. its so easy for them to buy votes, just using gcash. could that be their tactic? even the students from pup are receiving gcash, too.",1,0,0,"Text, Reply",30/04/22 00:24,Emotional,1,1,0,UNPROVEN,dont notice kakampwets always gcash connection lugaw said easy buy votes using gcash could tactic even students pup receiving gcash,"['dont', 'notic', 'kakampwet', 'alway', 'gcash', 'connect', 'lugaw', 'said', 'easi', 'buy', 'vote', 'use', 'gcash', 'could', 'tactic', 'even', 'student', 'pup', 'receiv', 'gcash']","['dont', 'notice', 'kakampwets', 'always', 'gcash', 'connection', 'lugaw', 'said', 'easy', 'buy', 'vote', 'using', 'gcash', 'could', 'tactic', 'even', 'student', 'pup', 'receiving', 'gcash']"
41-100,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@kimmi_billie,Jammies â˜,Anonymous,12/11,"Ang kandidatong bumibili ng boto, pagnanakawan tayo pag naupo sa pwesto. #BBMSaraUNITEAM nakakahiya kayo.","the candidate who buys votes, will steal from us once in power. you are shameful.",0,1,0,"Text, Reply",15/03/22 21:34,Rational,1,1,0,UNPROVEN,candidate buys votes steal us power shameful,"['candid', 'buy', 'vote', 'steal', 'us', 'power', 'shame']","['candidate', 'buy', 'vote', 'steal', 'u', 'power', 'shameful']"
41-101,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@KingNginamo1,King,Anonymous,04/20,Damang dama ni bbm na niloko siya dahil akala niya sa laki ng nilabas niyang pera para bumili ng boto e sure win na siya.,"bbm feels strongly that he was deceived because he thought that with the large amount of money he spent to buy votes, he would surely win.",0,1,0,"Text, Reply",15/04/22 00:51,Rational,7,0,0,UNPROVEN,bbm feels strongly deceived thought large amount money spent buy votes would surely win,"['bbm', 'feel', 'strongli', 'deceiv', 'thought', 'larg', 'amount', 'money', 'spent', 'buy', 'vote', 'would', 'sure', 'win']","['bbm', 'feel', 'strongly', 'deceived', 'thought', 'large', 'amount', 'money', 'spent', 'buy', 'vote', 'would', 'surely', 'win']"
41-102,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@Lando12311,Lando123,Anonymous,10/21,@GemoraAudie Nanay lugaw na ligaw na lutang Ang bumibili Ng boto at kung di makabili ginagamit Ang smartmagic para mandaya,mother who buys votes and if they can't buy they use smartmagic to cheat,1,0,0,"Text, Reply",2022-08-03 10:16,Emotional,0,0,0,UNPROVEN,gemoraaudie mother buys votes ca n't buy use smartmagic cheat,"['gemoraaudi', 'mother', 'buy', 'vote', 'ca', ""n't"", 'buy', 'use', 'smartmag', 'cheat']","['gemoraaudie', 'mother', 'buy', 'vote', 'ca', ""n't"", 'buy', 'use', 'smartmagic', 'cheat']"
41-103,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@DontTryMeTsk,Mitch,Anonymous,12/20,@News5PH @Bluehea49284098 Gasgas na iyan ang paninira niyo. Ito ang ebidensiya na si Leni ang mahilig bumili ng boto kasi nilalangaw ang rally. Wala nang maniniwala sa inyo ugok! https://t.co/a9NAohnsmt,"that scratch is your slander, this is the evidence that leni likes to buy votes because the rally is ruined, no one will believe you anymore ugok",1,0,0,"Text, Image",2022-03-04 12:18,Rational,0,0,0,UNPROVEN,"news5ph bluehea49284098 scratch slander , evidence leni likes buy votes rally ruined , one believe anymore ugok","['news5ph', 'bluehea49284098', 'scratch', 'slander', ',', 'evid', 'leni', 'like', 'buy', 'vote', 'ralli', 'ruin', ',', 'one', 'believ', 'anymor', 'ugok']","['news5ph', 'bluehea49284098', 'scratch', 'slander', ',', 'evidence', 'leni', 'like', 'buy', 'vote', 'rally', 'ruined', ',', 'one', 'believe', 'anymore', 'ugok']"
41-104,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@leophrix,Leophrix,Anonymous,08/19,"kakalungkot naman. ibebenta nila boto nila sa halagang yan? #BBMSaraUNITEAM ang baba naman ng pagkatao nila tapos pag nakaupo yang bumili ng boto nila #UNiTeamBBMSARA , ilang taong mangungurakot ang mga yan para makabawi. kawawa ang taong bayan! Oh Dios ko po!",it's sad that they will sell their votes for that price bbmsarauniteam their character is low and then when they sit down to buy their votes uniteambbmsara how many people will embezzle them to get back the poor people oh my god,0,1,0,"Text, Reply",2022-02-04 05:13,Emotional,0,0,0,UNPROVEN,s sad sell votes price bbmsarauniteam character low sit buy votes uniteambbmsara many people embezzle get back poor people oh god,"[""'s"", 'sad', 'sell', 'vote', 'price', 'bbmsarauniteam', 'charact', 'low', 'sit', 'buy', 'vote', 'uniteambbmsara', 'mani', 'peopl', 'embezzl', 'get', 'back', 'poor', 'peopl', 'oh', 'god']","[""'s"", 'sad', 'sell', 'vote', 'price', 'bbmsarauniteam', 'character', 'low', 'sit', 'buy', 'vote', 'uniteambbmsara', 'many', 'people', 'embezzle', 'get', 'back', 'poor', 'people', 'oh', 'god']"
41-105,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@genomontes01,Geno Montes,Anonymous,04/11,@CarmelaEHon kasi hindi alam yan ng laylayan ng masa. ang boto talaga ay nasa mahihirap sa class C D E. binbayaran boto mga yan ni BBM as proof sa mga videos lumalabas na hakot at sobre sa rally. yun di kayang gawin leni ang manloko at bumili boto. gawain mga marcos nung araw pa yan!,because the bottom of the masses don't know that the votes are actually for the poor in class c d e those votes are paid by bbm as proof in the videos that appear to be hauling and envelopes at the rally that's not something they can do to cheat and buy votes marcos did back then it's still day,0,1,0,"Text, Reply",24/03/22 09:11,Rational,2,1,0,UNPROVEN,carmelaehon bottom masses n't know votes actually poor class c e votes paid bbm proof videos appear hauling envelopes rally 's something cheat buy votes Marcos back 's still day,"['carmelaehon', 'bottom', 'mass', ""n't"", 'know', 'vote', 'actual', 'poor', 'class', 'c', 'e', 'vote', 'paid', 'bbm', 'proof', 'video', 'appear', 'haul', 'envelop', 'ralli', ""'s"", 'someth', 'cheat', 'buy', 'vote', 'marco', 'back', ""'s"", 'still', 'day']","['carmelaehon', 'bottom', 'mass', ""n't"", 'know', 'vote', 'actually', 'poor', 'class', 'c', 'e', 'vote', 'paid', 'bbm', 'proof', 'video', 'appear', 'hauling', 'envelope', 'rally', ""'s"", 'something', 'cheat', 'buy', 'vote', 'Marcos', 'back', ""'s"", 'still', 'day']"
41-106,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@chellemagalona,;,Anonymous,12/10,"so my mom informed me today na may nagiikot dito sa amin para bumili ng boto. guess what, 20k ang inalok for each family just to vote for BBM. the fuck. nakakatawa pa ay kailangan ng family picture receiving the money HAHAHAHA mygahd what the fuck is this shit",so my mom informed me today that someone is going around us to buy votes guess what 20k was offered for each family just to vote for bbm the fuck even more funny is that you need a family picture receiving the money hahahaha mygahd what the fuck is this shit,0,1,0,Text,18/03/22 11:24,Emotional,1,3,0,UNPROVEN,mom informed today someone going around us buy votes guess 20k offered family vote bbm fuck even funny need family picture receiving money hahahaha mygahd fuck shit,"['mom', 'inform', 'today', 'someon', 'go', 'around', 'us', 'buy', 'vote', 'guess', '20k', 'offer', 'famili', 'vote', 'bbm', 'fuck', 'even', 'funni', 'need', 'famili', 'pictur', 'receiv', 'money', 'hahahaha', 'mygahd', 'fuck', 'shit']","['mom', 'informed', 'today', 'someone', 'going', 'around', 'u', 'buy', 'vote', 'guess', '20k', 'offered', 'family', 'vote', 'bbm', 'fuck', 'even', 'funny', 'need', 'family', 'picture', 'receiving', 'money', 'hahahaha', 'mygahd', 'fuck', 'shit']"
41-107,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@FortLahns,yves.,Anonymous,03/18,"@heart_hanaaa @curvy214 @derksdee15 Si BBM lang naman bumibili ng boto. So yeah, buyer's remorse.",only bbm buys votes so yeah buyers remorse,0,1,0,"Text, Reply",23/02/22 2:24,Emotional,5,1,0,UNPROVEN,hearthanaaa curvy214 derksdee15 bbm buys votes yeah buyers remorse,"['hearthanaaa', 'curvy214', 'derksdee15', 'bbm', 'buy', 'vote', 'yeah', 'buyer', 'remors']","['hearthanaaa', 'curvy214', 'derksdee15', 'bbm', 'buy', 'vote', 'yeah', 'buyer', 'remorse']"
41-108,30/03/23 22:10:13,"Vote buying, bumibili ng boto, bumili ng boto, vote-buying",@wren_pol,War,Anonymous,04/12,"Dalawang grupo na ng mga bata ang nadaanan at nagdaan na sumisigaw ng Leni Lugaw sa harap ng bahay. 
 Kibabata pa nagkakalat na ng kasinungalingang bumibili ng boto raw si Leni samantalang hayagan namang alam ng mga tao dito yung 200 pesos etc. sa PH Arena.","two groups of children passed by shouting leni porridge in front of the house, they are still young and spreading lies that leni is buying votes, while people here openly know about the 200 pesos etc in the ph arena",0,1,0,Text,15/02/22 18:08,Rational,0,0,0,UNPROVEN,"two groups children passed shouting leni porridge front house , still young spreading lies leni buying votes , people openly know 200 pesos etc ph arena","['two', 'group', 'children', 'pass', 'shout', 'leni', 'porridg', 'front', 'hous', ',', 'still', 'young', 'spread', 'lie', 'leni', 'buy', 'vote', ',', 'peopl', 'openli', 'know', '200', 'peso', 'etc', 'ph', 'arena']","['two', 'group', 'child', 'passed', 'shouting', 'leni', 'porridge', 'front', 'house', ',', 'still', 'young', 'spreading', 'lie', 'leni', 'buying', 'vote', ',', 'people', 'openly', 'know', '200', 'peso', 'etc', 'ph', 'arena']"
